rayOrigin.x,rayOrigin.y,rayOrigin.z,dir.x,dir.y,dirr.z,finalPos.x,finalPos.y,finalPos.z
-0.03098154,120.0028,-0.02849437,0.02939272,0.1559923,0.9873208,5.313613,148.3675,179.5
-0.0304784,120.0028,-0.02850852,0.026416,0.1566775,0.9872965,4.772968,148.4928,179.5
-0.0281207,120.0027,-0.02857721,0.02376479,0.1567919,0.9873457,4.29302,148.5121,179.5
-0.01488165,120.0022,-0.02896898,0.02103301,0.1558326,0.9875596,3.808721,148.331,179.5
-0.0001581268,120.0015,-0.0294041,0.01820878,0.1542914,0.9878576,3.309035,148.0419,179.5
0.003074539,120.0014,-0.02950203,0.01563071,0.1530311,0.9880977,2.84305,147.8059,179.5
0.006726227,120.0012,-0.02961861,0.01144347,0.1519926,0.9883154,2.085457,147.611,179.5
0.008031647,120.0012,-0.02966326,0.008168071,0.1512585,0.9884605,1.491562,147.4736,179.5
0.009649247,120.0011,-0.02970453,0.005724576,0.1505772,0.9885817,1.049251,147.3464,179.5
0.0114052,120.001,-0.02974892,0.003609677,0.1499483,0.9886873,0.6668646,147.2292,179.5
0.01155953,120.001,-0.02975305,0.002366973,0.1495308,0.9887542,0.4413348,147.1516,179.5
0.01176238,120.001,-0.02975704,0.0003988665,0.148932,0.9888474,0.0841784,147.0403,179.5
0.01171692,120.001,-0.0297544,-0.0006074848,0.1485444,0.9889055,-0.09856824,146.9683,179.5
-0.01659496,120.0022,-0.02874519,-0.0038508,0.1500581,0.9886697,-0.7158471,147.2507,179.5
-0.03051096,120.0029,-0.02845117,-0.03332813,0.1524346,0.9877515,-6.088055,147.7086,179.5
-0.03024693,120.0029,-0.02845746,-0.05944966,0.1525396,0.9865077,-10.84912,147.7626,179.5
-0.03005211,120.0029,-0.02850322,-0.08688952,0.1512852,0.9846639,-15.87215,147.586,179.5
-0.02996678,120.0029,-0.02850417,-0.1083725,0.150598,0.9826371,-19.82971,147.5173,179.5
-0.02991878,120.0029,-0.02851409,-0.1207515,0.1518978,0.9809924,-22.12829,147.8013,179.5
-0.02988402,120.0029,-0.02851416,-0.1287238,0.1523056,0.9799149,-23.61315,147.9066,179.5
-0.02986147,120.0029,-0.02851386,-0.135066,0.1517663,0.9791446,-24.79454,147.8297,179.5
-0.002061615,120.0017,-0.02932887,-0.1389302,0.1522657,0.9785262,-25.49146,147.9377,179.5
0.01403833,120.0009,-0.02980199,-0.1411837,0.1531623,0.9780636,-25.90113,148.1149,179.5
0.01334033,120.001,-0.02978128,-0.1426656,0.1537462,0.9777569,-26.18205,148.2309,179.5
0.01334546,120.001,-0.02978111,-0.1431723,0.1540697,0.9776319,-26.27844,148.2939,179.5
0.01331139,120.001,-0.0297798,-0.1432398,0.1541982,0.9776018,-26.29168,148.3184,179.5
0.01322342,120.001,-0.02977689,-0.1432555,0.1542859,0.9775857,-26.2951,148.335,179.5
0.01315489,120.001,-0.02977469,-0.1433379,0.1542569,0.9775782,-26.31049,148.3299,179.5
0.0131247,120.001,-0.02977361,-0.1435295,0.1543599,0.9775338,-26.34691,148.3501,179.5
0.01311192,120.001,-0.02977318,-0.1434672,0.1544303,0.9775318,-26.33553,148.3631,179.5
0.01309653,120.001,-0.02977355,-0.1431655,0.1544274,0.9775766,-26.27892,148.3612,179.5
0.01314787,120.001,-0.02977509,-0.1428244,0.1541559,0.9776692,-26.21375,148.3087,179.5
0.01325786,120.001,-0.02977837,-0.1424358,0.1539176,0.9777635,-26.13977,148.2622,179.5
0.01333376,120.001,-0.02978168,-0.1418529,0.1538917,0.9778523,-26.0303,148.2549,179.5
0.01274109,120.001,-0.02977831,-0.1412239,0.1541141,0.9779083,-25.91392,148.2941,179.5
0.01231346,120.001,-0.02976584,-0.1406178,0.1542483,0.9779745,-25.80133,148.3168,179.5
0.01182921,120.001,-0.02975195,-0.1395307,0.1544345,0.9781008,-25.59894,148.3474,179.5
0.01177966,120.001,-0.0297507,-0.138776,0.1547126,0.9781643,-25.45881,148.3966,179.5
0.01185323,120.001,-0.02975299,-0.1382794,0.1548691,0.9782098,-25.3664,148.424,179.5
0.01241414,120.001,-0.02977008,-0.137684,0.1548624,0.9782948,-25.25438,148.4203,179.5
0.01213742,120.001,-0.02974243,-0.1382897,0.1546811,0.978238,-25.36729,148.3886,179.5
0.01178821,120.001,-0.02973065,-0.1380933,0.1545999,0.9782786,-25.33054,148.3726,179.5
0.01069492,120.0011,-0.02969833,-0.1376199,0.1547452,0.9783224,-25.24362,148.398,179.5
0.01047075,120.0011,-0.02969087,-0.1366947,0.154954,0.9784191,-25.07159,148.4335,179.5
0.01054692,120.0011,-0.02969315,-0.1358378,0.1550756,0.9785191,-24.91172,148.4529,179.5
0.01143327,120.0011,-0.02971565,-0.1354348,0.1551051,0.9785703,-24.83561,148.4568,179.5
0.012107,120.001,-0.02973232,-0.1353028,0.1550032,0.9786047,-24.80984,148.4371,179.5
0.01249999,120.001,-0.02974278,-0.1349636,0.1546687,0.9787045,-24.7447,148.3728,179.5
0.01219797,120.001,-0.029729,-0.1344114,0.1544868,0.9788092,-24.64107,148.3364,179.5
0.01207393,120.001,-0.02972382,-0.1341651,0.154308,0.9788712,-24.59446,148.3018,179.5
0.0119877,120.001,-0.02971829,-0.1338157,0.1546299,0.9788682,-24.53054,148.361,179.5
0.01194966,120.001,-0.02971587,-0.1323676,0.1549998,0.9790066,-24.26156,148.4248,179.5
0.01196825,120.001,-0.02971312,-0.1315444,0.1551687,0.9790908,-24.1085,148.4533,179.5
0.01200926,120.001,-0.02971283,-0.1295112,0.1551946,0.9793577,-23.72916,148.4503,179.5
0.01214436,120.001,-0.02971395,-0.1279465,0.1553044,0.979546,-23.43769,148.465,179.5
0.01218221,120.001,-0.02971512,-0.1269276,0.1555177,0.9796447,-23.24858,148.5012,179.5
0.01239777,120.001,-0.02971967,-0.1255271,0.1562041,0.9797159,-22.99002,148.6249,179.5
0.0124561,120.001,-0.02972055,-0.1250972,0.1566748,0.9796957,-22.91166,148.7117,179.5
0.01249889,120.001,-0.02971694,-0.1239978,0.1570396,0.9797771,-22.70827,148.7762,179.5
0.01240497,120.001,-0.0297134,-0.122992,0.1574236,0.9798422,-22.52256,148.8447,179.5
0.01207938,120.001,-0.02970198,-0.1226532,0.1578667,0.9798134,-22.46148,148.9267,179.5
0.01199008,120.001,-0.02969928,-0.1226933,0.1580654,0.9797764,-22.46976,148.9642,179.5
0.01203626,120.001,-0.02970059,-0.1223291,0.1583751,0.9797719,-22.40308,149.0211,179.5
0.01236095,120.001,-0.02970966,-0.1212796,0.1592221,0.9797651,-22.21061,149.1765,179.5
0.01246544,120.001,-0.02971202,-0.1201452,0.1600105,0.9797764,-22.00239,149.3206,179.5
0.01259372,120.001,-0.02971376,-0.1186546,0.1606423,0.9798546,-21.72739,149.434,179.5
0.01266388,120.001,-0.02971532,-0.1165607,0.1611629,0.9800205,-21.34006,149.5244,179.5
0.01261929,120.001,-0.02971266,-0.1152093,0.1613983,0.9801415,-21.08994,149.5639,179.5
0.01260085,120.001,-0.02971301,-0.1131075,0.161555,0.9803605,-20.70034,149.586,179.5
0.01267117,120.001,-0.02971398,-0.1104216,0.1615988,0.9806594,-20.20226,149.585,179.5
0.01264499,120.001,-0.02970998,-0.1082423,0.161597,0.9809027,-19.79839,149.5773,179.5
0.01264983,120.001,-0.02971004,-0.1066647,0.1617312,0.9810534,-19.50665,149.5973,179.5
0.01250285,120.001,-0.02970535,-0.1044276,0.1619728,0.9812542,-19.09351,149.6355,179.5
